,0
0,2.028848473776965
1,1.7503213732811962
2,1.2103627502463927
3,0.6406503032342893
4,0.2435328375165171
5,0.10516487725086537
6,0.15342203951261016
7,0.19864664768174262
8,0.059444324873897565
9,-0.30079056515472996
10,-0.7359432316993424
11,-1.0185274298029725
12,-1.001235279547053
13,-0.7097667250501191
14,-0.30677250184238203
15,0.023965761408332776
16,0.17970638821510587
17,0.17277496826462846
18,0.10168527922258369
19,0.09141378690198039
20,0.2313782385630287
21,0.5327861917357308
22,0.9230340760165271
23,1.281553185625569
24,1.4987912738733986
25,1.5257916748678617
26,1.3884275179522563
27,1.161252016210611
28,0.9175640718620264
29,0.6854232277349
30,0.43748885023229467
31,0.12303779757149301
32,-0.27799802122907963
33,-0.7177137978368271
34,-1.0906424481659966
35,-1.289368147869708
36,-1.2671362912855773
37,-1.0634658036492213
38,-0.7795873776540134
39,-0.5267909027251707
40,-0.37902925037689494
41,-0.3452866068927746
42,-0.3657611696507416
43,-0.3377877860863742
44,-0.17217774555329313
45,0.14443943929137973
46,0.5266592039418556
47,0.8339688587318782
48,0.9560924094467526
49,0.878099921340545
50,0.6793362981637308
51,0.4725205886374013
52,0.33032531457125675
53,0.24814894848840313
54,0.1616191556529833
55,0.0011060818917450314
56,-0.2548487400409827
57,-0.5607489335085273
58,-0.8293747655019202
59,-0.9820587419994409
60,-0.9908207007726767
61,-0.8889119988301869
62,-0.7502398567526176
63,-0.6536335462254164
64,-0.6460751557346517
65,-0.714371671646061
66,-0.7790396063301485
67,-0.7252454872840561
68,-0.46665647168142055
69,-0.007916518065038002
70,0.5388769811326272
71,1.0014002798236277
72,1.23196047680325
73,1.1812442015925815
74,0.9229903853632405
75,0.6164014201284229
76,0.4181225093470385
77,0.3854608920064771
78,0.4355242420857853
79,0.4042209688201049
80,0.17565255346255665
81,-0.21638027123042977
82,-0.6021548236261932
83,-0.7972024412483217
84,-0.729163102572832
85,-0.46848474112950084
86,-0.1528069076328852
87,0.115639975421581
88,0.31503851872697924
89,0.47526201626403447
90,0.6249646979332846
91,0.76968359983797
92,0.911080662720145
93,1.0726849790144626
94,1.292249636654189
95,1.575664175971341
96,1.852258990426376
97,1.9863976359248434
98,1.8614390169845692
99,1.479663364986764
100,0.9819829006987338
101,0.5431960230307581
102,0.21765303490237378
103,-0.11755660806216343
104,-0.645123563633499
105,-1.4068033547108574
106,-2.2090398203630173
107,-2.7377841571167236
108,-2.7890639920740705
109,-2.413848409018175
110,-1.861456001299134
111,-1.3888203678874125
112,-1.103080807617935
113,-0.9472682683058099
114,-0.8034328482931034
115,-0.6035487911389881
116,-0.36220004073490314
117,-0.13133579426216346
118,0.05911314045485523
119,0.21754977773895554
120,0.3619951217651836
121,0.48945734159322246
122,0.5811073279696193
123,0.6351471726481739
124,0.6816844049886
125,0.7481762465180241
126,0.8028068378602424
127,0.7446871619463071
128,0.476859075337177
129,0.010266073218872978
130,-0.5035834480000839
131,-0.8592235958444513
132,-0.937146448578286
133,-0.7763150380848048
134,-0.5222197521466423
135,-0.3077386680066936
136,-0.17364912069317612
137,-0.08154841092939732
138,0.019767099362387183
139,0.15087377128394824
140,0.3141386106759647
141,0.5262276301934292
142,0.8162299671026647
143,1.182095061324649
144,1.5548831006203707
145,1.8221987680744625
146,1.9043335514675326
147,1.8165055805456716
148,1.6511954240756466
149,1.4845867645183706
150,1.2901879541860395
151,0.950277557345849
