Time,Signal
0.0,nan
0.04,0.0010002160959203892
0.08,-0.0002494377177517586
0.12,-0.08289736529147981
0.16,-0.008069053083184945
0.2,0.004648967346557167
0.24,0.023229363977089565
0.28,0.03531026186505301
0.32,0.018966077568203853
0.36,-0.00789016762625932
0.4,-0.04961371971134016
0.44,-0.06686977900810051
0.48,-0.07767026549380612
0.52,-0.07816490613911717
0.56,-0.01932697916858521
0.6,0.05899295431903661
0.64,0.1596007327915452
0.68,0.17135638606686943
0.72,0.20416666642318848
0.76,0.2817092248638818
0.8,0.3414079345816432
0.84,0.4926961410737776
0.88,0.4413748239970035
0.92,0.3759547870340491
0.96,0.19959071704723236
1.0,0.0356889005295773
1.04,-0.028483532102263127
1.08,-0.05182756179300139
1.12,-0.15214173037388531
1.16,-0.45491377899223867
1.2,-0.8509627213873323
1.24,-0.9422096299278935
1.28,-0.9620697452484939
1.32,-0.7871375703092288
1.36,-0.544447605473103
1.4,-0.3158623731857056
1.44,-0.3229854934359916
1.48,-0.03270133715838721
1.52,0.3266606778059228
1.56,0.5487067786070201
1.6,0.7132105146839394
1.64,0.7057615620499349
1.68,0.5963339774655823
1.72,0.46015154967530597
1.76,0.31386665661151947
1.8,0.1610739118403253
1.84,0.0664098311027579
1.88,0.06846292297857465
1.92,0.1636036886308454
1.96,0.30577748449444964
2.0,0.41459547056367135
2.04,0.413870957997265
2.08,0.27433331077172396
2.12,0.050121605746909714
2.16,-0.18496468887413833
2.2,-0.3404060796265543
2.24,-0.43031947442922003
2.28,-0.48888128560044997
2.32,-0.49639727340850054
2.36,-0.4730039893593865
2.4,-0.3815943815889127
2.44,-0.23557086285490708
2.48,-0.09196484341837372
2.52,-0.00011050577771147717
2.56,0.04784887056016806
2.6,0.09214313752686631
2.64,0.16114752018914022
2.68,0.25480157204360904
2.72,0.31110810244447157
2.76,0.3299903707819735
2.8,0.2031285111469068
2.84,-0.024483120410312958
2.88,-0.24754512392985814
2.92,-0.3390041168690804
2.96,-0.3183176790998091
3.0,-0.25028082999827994
3.04,-0.19949468725051053
3.08,-0.21811533231841593
3.12,-0.1971158948434809
3.16,-0.19422600850311714
3.2,-0.08901885885211315
3.24,0.06651759778630141
3.28,0.19085090762674478
3.32,0.2359012576378558
3.36,0.24155991407799463
3.4,0.23453534861373002
3.44,0.28923420406935857
3.48,0.35905016695074454
3.52,0.39434627900410796
3.56,0.3984286263603843
3.6,0.39366364366588463
3.64,0.3304883698204525
3.68,0.22721299704206374
3.72,0.09701915280549754
3.76,-0.013187268067973164
3.8,-0.09090777835080284
3.84,-0.13965486136107533
3.88,-0.17984143800888672
3.92,-0.24388095279925587
3.96,-0.36084284538854516
4.0,-0.5045496106821631
4.04,-0.5906837049702592
4.08,-0.6270747506878641
4.12,-0.5668468184478231
4.16,-0.43812565088322264
4.2,-0.3183772931343912
4.24,-0.246096312374499
4.28,-0.20389206957786665
4.32,-0.10014364567181647
4.36,0.10845490761093626
4.4,0.36458901277353306
4.44,0.5473750858676271
4.48,0.6385626712587595
4.52,0.5903444514662558
4.56,0.5116143609616389
4.6,0.41827991088718536
4.64,0.30553398797822184
4.68,0.22587486154633704
4.72,0.13522965359110986
4.76,0.020720149543759888
4.8,-0.10029467091375191
4.84,-0.20126615112730725
4.88,-0.2742757420714427
4.92,-0.3136190301147059
4.96,-0.3277260635814567
5.0,-0.32982243904653413
5.04,-0.3054149861157407
5.08,-0.2713741025400547
5.12,-0.2331977052818178
5.16,-0.18028983710435992
5.2,-0.11040686192487253
5.24,-0.012137308655440753
5.28,0.10261256304284437
5.32,0.1938543534202082
5.36,0.23761659573153274
5.4,0.2310789189647816
5.44,0.20013207338336272
5.48,0.17488286416381488
5.52,0.16115261905768735
5.56,0.14753805595125488
5.6,0.1389680862436422
5.64,0.12974640115828767
5.68,0.12199251996800867
5.72,0.12031828648349595
5.76,0.12175278509834772
5.8,0.10291819882367886
5.84,0.042246755865302334
5.88,-0.05200594987801613
5.92,-0.13665133980650582
5.96,-0.17471008642329225
6.0,-0.17079190487005347
6.04,-0.15260753527475499
6.08,-0.14687984431883203
6.12,-0.14981038103469596
6.16,-0.1547620390674761
6.2,-0.1709460064694575
6.24,-0.19774779475761717
6.28,-0.21182525696239782
6.32,-0.1807418798361631
6.36,-0.08804585064127003
6.4,0.0487708929421717
6.44,0.1824181208423219
6.48,0.26646822873964854
6.52,0.28301295528013476
6.56,0.24219600503890856
6.6,0.17047544980147583
6.64,0.10534008129087626
6.68,0.06398856865906576
6.72,0.04430059899097356
6.76,0.02903601884468642
6.8,0.007652975021276649
6.84,-0.019220419700527614
6.88,-0.04874134294188759
6.92,-0.07767882022362715
6.96,-0.09346025442516588
7.0,-0.0800517539051341
7.04,-0.03761236309387904
7.08,0.008430878204345972
7.12,0.026267827123791054
7.16,0.007601015565207301
7.2,-0.024520386522594265
7.24,-0.04009245746728182
7.28,-0.028651917143202945
7.32,-0.00448591060750032
7.36,0.016143427612509663
7.4,0.029148829133322104
7.44,0.036337965647024836
7.48,0.03696340480712126
7.52,0.02824250307771513
7.56,0.007866937941102867
7.6,-0.024812626376549636
7.64,-0.06559952418933197
7.68,-0.10268504933817293
7.72,-0.1218480197727159
7.76,-0.11561201063415874
7.8,-0.0858923531761245
7.84,-0.0422110132640828
7.88,0.002294831473392971
7.92,0.03668994073450288
7.96,0.06005254083303403
8.0,0.08033797463158636
8.04,0.10124864804620351
8.08,0.11245713813299398
8.12,0.10001536524051091
8.16,0.05906034748770575
8.2,0.011219293398333224
8.24,-0.016657340237240633
8.28,-0.014574719228085871
8.32,0.0014677095025186291
8.36,0.006601941727208312
8.4,-0.008159113084764125
8.44,-0.03025520647983242
8.48,-0.04053360729130322
8.52,-0.03226157758850041
8.56,-0.013947357614049876
8.6,-0.0001894309169471535
8.64,0.007149848863328657
8.68,-0.00016224714472918753
8.72,0.002874702956388813
8.76,0.020377224106145137
8.8,0.04303091663485541
8.84,0.04198960117124181
8.88,0.0044049519443598115
8.92,-0.05041298393648425
8.96,-0.09671881070785236
9.0,-0.10390345214013298
9.04,-0.07176895531179242
9.08,-0.02472827360195025
9.12,0.009262610592032794
9.16,0.019381538353532336
9.2,0.018445741195622912
9.24,0.03148145294511878
9.28,0.05009357876096891
9.32,0.060695171566404346
9.36,0.04534209321576891
9.4,0.01318532044587064
9.44,-0.010042276267869283
9.48,-0.014472939139724686
9.52,-0.00596024165721294
9.56,-0.005124668861983904
9.6,-0.007802384690911169
