Time,Signal
0.0,nan
0.04,-0.009880503493540829
0.08,-0.0015309028578231975
0.12,-0.014831510174943678
0.16,0.004093075967925264
0.2,0.034384504537078614
0.24,0.05379514015981833
0.28,0.03162838877412987
0.32,0.00381768223920673
0.36,-0.04539773388150084
0.4,-0.09193235602584536
0.44,-0.12409510604191186
0.48,-0.10221916180005947
0.52,-0.0764660682802041
0.56,-0.02911476248690751
0.6,0.024321678608519106
0.64,0.07569289520552948
0.68,0.13419900172255428
0.72,0.20977258236551727
0.76,0.2090720941294803
0.8,0.27215916253833866
0.84,0.3964516772592938
0.88,0.367984739764915
0.92,0.29688513615247436
0.96,0.11981020419112452
1.0,0.007830742491878743
1.04,-0.07237504175905067
1.08,-0.15417759668697673
1.12,-0.32008351214259245
1.16,-0.5760728637303504
1.2,-0.8228390459002353
1.24,-0.9060072924895427
1.28,-0.7497368801087868
1.32,-0.6097521685234072
1.36,-0.3261302627067026
1.4,-0.05444942615763982
1.44,0.09613397062352022
1.48,0.32936010089324214
1.52,0.5988042254721121
1.56,0.9053065283637297
1.6,0.9814427988054306
1.64,1.0369203707661427
1.68,0.8881244919288004
1.72,0.6867044092604595
1.76,0.4322862928150298
1.8,0.17212409470643655
1.84,-0.03633933548416616
1.88,-0.12338344546249559
1.92,-0.1040807628224376
1.96,-0.04647685701776852
2.0,-0.05928239325856488
2.04,-0.15925652036127155
2.08,-0.306867103617558
2.12,-0.43484956725646806
2.16,-0.4661433078244904
2.2,-0.4222387567425199
2.24,-0.37343857759411325
2.28,-0.34740206746752733
2.32,-0.31710518497336976
2.36,-0.2716175061379678
2.4,-0.20015193704811204
2.44,-0.13239130405252553
2.48,-0.0909701055150103
2.52,-0.06574798083531352
2.56,-0.025585768369564874
2.6,0.04716088197660484
2.64,0.1343882061017619
2.68,0.20232473633051626
2.72,0.22704695190867105
2.76,0.20388829841447503
2.8,0.12877675802272895
2.84,0.030285125619974308
2.88,-0.03185435478399443
2.92,0.0014197399500987286
2.96,0.09994632821489068
3.0,0.1817866337548306
3.04,0.19666171139437108
3.08,0.1299706422385421
3.12,0.057662214253891654
3.16,0.04359531425761537
3.2,0.10102481127326395
3.24,0.17498038048666636
3.28,0.20828859257124674
3.32,0.18348965748465473
3.36,0.12327880786890878
3.4,0.06038111593332606
3.44,0.023969767088341126
3.48,0.011078134809234919
3.52,0.01666226447904289
3.56,0.0324133160092198
3.6,0.04920743237351403
3.64,0.04610126147742414
3.68,0.004976092943884151
3.72,-0.07770827300536344
3.76,-0.18548561641219313
3.8,-0.2792733418276258
3.84,-0.3252649564801593
3.88,-0.31014671303563707
3.92,-0.27389568416488735
3.96,-0.2571137252155736
4.0,-0.3017842954167141
4.04,-0.371186191202561
4.08,-0.39380926774227815
4.12,-0.34240400073890653
4.16,-0.24230439537667883
4.2,-0.13977041182052924
4.24,-0.07079262146453924
4.28,0.0024044046365536086
4.32,0.12181950244509841
4.36,0.28627047880443357
