epoch,DBP_loss,DBP_mae,SBP_loss,SBP_mae,loss,val_DBP_loss,val_DBP_mae,val_SBP_loss,val_SBP_mae,val_loss
0,69.45184326171875,6.2712883949279785,70.0279312133789,6.326817512512207,139.857666015625,28.953269958496094,4.1282196044921875,49.44099426269531,5.310984134674072,78.77287292480469
1,27.599578857421875,4.15359354019165,35.3400993347168,4.666045188903809,63.315547943115234,32.15127944946289,4.37577486038208,52.550804138183594,5.502720355987549,85.07552337646484
2,23.371963500976562,3.829972505569458,27.798986434936523,4.131582260131836,51.541500091552734,31.425617218017578,4.334395408630371,52.17012023925781,5.492599010467529,83.96259307861328
3,21.301145553588867,3.6553454399108887,24.45212745666504,3.8565735816955566,46.118080139160156,28.398839950561523,4.1367716789245605,51.2325553894043,5.445895195007324,79.99163055419922
4,20.732290267944336,3.5933167934417725,22.75802230834961,3.6991043090820312,43.84674835205078,28.822551727294922,4.0507307052612305,52.20246887207031,5.466779708862305,81.37675476074219
5,19.62726402282715,3.5084221363067627,20.20627784729004,3.49461030960083,40.18230438232422,24.619579315185547,3.7534494400024414,48.0598030090332,5.157958984375,73.02516174316406
6,18.600242614746094,3.4036338329315186,18.68195343017578,3.36962890625,37.624088287353516,27.139511108398438,3.930931806564331,50.8961181640625,5.391613960266113,78.37325286865234
7,17.326129913330078,3.3088252544403076,17.720840454101562,3.2681260108947754,35.38053894042969,24.179439544677734,3.711111307144165,49.69523620605469,5.4394307136535645,74.20368194580078
8,16.567697525024414,3.227886438369751,16.40964698791504,3.1570801734924316,33.30195617675781,26.949804306030273,3.867927074432373,49.829795837402344,5.31085729598999,77.10198974609375
9,15.63210678100586,3.125664472579956,16.439208984375,3.137006998062134,32.388816833496094,25.48673439025879,3.8480384349823,48.58131408691406,5.2388997077941895,74.38028717041016
