epoch,DBP_loss,DBP_mae,SBP_loss,SBP_mae,loss,val_DBP_loss,val_DBP_mae,val_SBP_loss,val_SBP_mae,val_loss
0,36.080780029296875,4.658544540405273,69.81657409667969,6.468508243560791,105.89734649658203,802.1566772460938,6.483611583709717,2046.1990966796875,9.534004211425781,2848.355712890625
1,32.55497360229492,4.434680461883545,64.60894775390625,6.259568214416504,97.1639175415039,31.916685104370117,4.43573522567749,56.65077209472656,5.705806255340576,88.56742095947266
2,29.51579475402832,4.281634330749512,57.9866943359375,5.935144424438477,87.5024185180664,28.498109817504883,4.086737155914307,55.11217498779297,5.6977033615112305,83.61028289794922
3,26.494298934936523,4.062082767486572,49.49916458129883,5.534411430358887,75.99347686767578,1566.6690673828125,7.619535446166992,3970.17626953125,10.567553520202637,5536.8466796875
4,23.81651496887207,3.8874454498291016,41.902076721191406,5.12069845199585,65.71852111816406,251.55787658691406,5.188671588897705,546.6280517578125,7.328162670135498,798.1856689453125
5,22.085817337036133,3.7246479988098145,37.626434326171875,4.839110851287842,59.712284088134766,30.268770217895508,4.14239501953125,63.80919647216797,5.916673183441162,94.07796478271484
6,20.277315139770508,3.5774154663085938,33.87194061279297,4.612987041473389,54.14923858642578,29.591218948364258,4.173013687133789,58.2415885925293,5.8920207023620605,87.8327865600586
7,19.60118293762207,3.523916244506836,31.237760543823242,4.453571796417236,50.83893966674805,28.215681076049805,4.158303737640381,57.76900863647461,5.754971027374268,85.98468017578125
8,17.953935623168945,3.350112199783325,29.561086654663086,4.297253608703613,47.5150146484375,2469.40478515625,6.689250946044922,5875.203125,9.87031364440918,8344.6064453125
9,18.374788284301758,3.4090921878814697,29.570619583129883,4.315039157867432,47.94542694091797,3386.345458984375,8.61369514465332,8089.69384765625,12.867104530334473,11476.0390625
