,0
0,0.0043965219105255885
1,0.0038988743834271924
2,0.0028303365833696865
3,0.0015018999122091556
4,0.00030802460031982673
5,-0.0004761936990402583
6,-0.0008072420405719968
7,-0.000834490228516627
8,-0.0007617837934216879
9,-0.0007217627066042598
10,-0.0007423633477010051
11,-0.0007968088549968577
12,-0.0008636725174280243
13,-0.0009314991045043044
14,-0.0009508211132012786
15,-0.000804834085364419
16,-0.000370154806664624
17,0.0003468355769667498
18,0.0011143321449790659
19,0.0015427026075978754
20,0.0013121768663430507
21,0.0004014004531043127
22,-0.0008717224001057378
23,-0.0020408808232466238
24,-0.0027686439386379303
25,-0.003008834931095048
26,-0.002966596911737756
27,-0.0029229983353881747
28,-0.0030510213033821693
29,-0.0033119210823433242
30,-0.003466645564527373
31,-0.003203137783979692
32,-0.0023335740328420474
33,-0.0009486341272610457
34,0.0005960983221720422
35,0.0018792639917204585
36,0.0026608385534459154
37,0.002994854265182653
38,0.0031418599408441364
39,0.0033666016907673846
40,0.0037545752359592947
41,0.0041349742636582745
42,0.004145743177334511
43,0.0034359956061579193
44,0.0019253780800841298
45,-4.9325452499978046e-05
46,-0.0018540982788699328
47,-0.002912611439661752
48,-0.003045498384316556
49,-0.002527376514082034
50,-0.0018364547383828737
51,-0.0013326257373339
52,-0.001112740057417858
53,-0.0010762049152799767
54,-0.0010533928737963328
55,-0.0008770511738322431
56,-0.0004157863484898603
57,0.0003625193780911183
58,0.0013159947276333629
59,0.002141212856943641
60,0.0025184519014371173
61,0.002302445030337684
62,0.001612831365916643
63,0.0007575684263861126
64,5.035352221088301e-05
65,-0.0003574089266721915
66,-0.000539292877662204
67,-0.0007234873683092545
68,-0.0011230615311914325
69,-0.0017629287846430064
70,-0.002430296511834582
71,-0.0028060948579413415
72,-0.0026836516754935712
73,-0.0020932748405485214
74,-0.0012369904729248855
75,-0.0003161424031314625
76,0.000578179648019993
77,0.001424071059338406
78,0.002145398467012156
79,0.0025528938458749656
80,0.0024328934361437164
81,0.0017247089493337773
82,0.000635207884535264
83,-0.00042137598648546616
84,-0.0010357625241175015
85,-0.0010337183509181798
86,-0.0005815514603355479
87,-0.00010137327061545463
88,-3.03945989558501e-05
89,-0.0005444985014234122
90,-0.0014100638916923346
91,-0.002083351015005855
92,-0.002029153872613954
93,-0.0010629033734757527
94,0.000522726292568382
95,0.0021383406970559055
96,0.003247908767646052
97,0.003639126819990308
98,0.003458443327495913
99,0.003042397145018924
100,0.002685983248634693
101,0.0024739985796786235
102,0.0022430220264851508
103,0.0016967856486295287
104,0.0006348435854183872
105,-0.0008415940600790082
106,-0.002319434722599063
107,-0.0033093873469818686
108,-0.0035653829563448113
109,-0.003233504368884196
110,-0.0027144399584551125
111,-0.0023610912842803792
112,-0.002247689921041686
113,-0.0021606445862189312
114,-0.00178378691199163
115,-0.0009320088887696135
116,0.00031487067426424836
117,0.0016469789058579294
118,0.0026930099335650964
119,0.003207132202747752
120,0.0031529156461791484
121,0.00265227276049438
122,0.0018808351361370946
123,0.0010109347432867009
124,0.00021024013404524815
125,-0.00037879386888732975
126,-0.0007139099957764336
127,-0.0009076505570843475
128,-0.0011610304411515504
129,-0.001590702722700959
130,-0.002096252369135964
131,-0.002402400807899723
132,-0.0022500049152732082
133,-0.0015667537519409513
134,-0.00047835542973324673
135,0.0008080157391701314
136,0.0020913086518849454
137,0.0031396054820706657
138,0.00361662350453916
139,0.003154092181579036
140,0.0016180842595222699
141,-0.0006370293626126337
142,-0.002823215707797629
143,-0.004143665959448462
144,-0.004285098867215843
145,-0.0035681288367284143
146,-0.002638963858151166
147,-0.001985461288411111
148,-0.0016723390969936422
149,-0.0014463610088505364
150,-0.0010400497388588362
151,-0.00039009931827500236
152,0.00037426934800061833
153,0.0010982160406594582
154,0.001738747727068078
155,0.002351066167504011
156,0.0029571751750674816
157,0.0034364834595643685
158,0.0035526672397289934
159,0.003109409298688561
160,0.002118387927517011
161,0.0008486229665469434
162,-0.0002909183696839301
163,-0.0009663478493067318
164,-0.0010919284596597064
165,-0.000848504975635745
166,-0.0005415930819843846
167,-0.00040132438334968717
168,-0.00045553840733175135
169,-0.0005439570051671724
170,-0.000444632130159238
171,-2.637699563744355e-05
172,0.0006550066175407934
173,0.0013635282842964938
174,0.0018002596854622636
175,0.0017862832247964532
176,0.00140096713339082
177,0.0009467753007736877
178,0.0007147275947693058
179,0.0007115565402861625
180,0.0006031390085986764
181,-1.9071843990238213e-05
182,-0.001243049569071669
183,-0.002669719934505115
184,-0.003656962786746082
185,-0.0037817473440995312
186,-0.003121366705423587
187,-0.002127324022118359
188,-0.00123879034914731
189,-0.0005860321533098891
190,-3.961617578566162e-06
191,0.0007151380200128026
192,0.0015785127059320485
193,0.002360434594147436
194,0.002788412267842517
195,0.0027752218010599536
196,0.0024865576501369863
197,0.0021764615947316187
198,0.0019365274588695354
199,0.0015973889658427783
200,0.000891456396487039
201,-0.000256906173437702
202,-0.0015769690447782786
203,-0.002586316265664598
204,-0.002918050191885594
205,-0.002581632061091784
206,-0.001958338313043998
207,-0.001541179599539943
208,-0.001603695340783278
209,-0.002007494992337021
210,-0.0022596734208927397
211,-0.0017978282169678647
212,-0.00036545077106940084
213,0.0017368842008905826
214,0.003722296668309164
215,0.004731298200685622
216,0.0043435393375067305
217,0.0028207240177720184
218,0.0008973359848605492
219,-0.0007088879528859949
220,-0.0016879024761317972
221,-0.00216824212093713
222,-0.002439047154813368
223,-0.0026418586106217207
224,-0.0026813000688660476
225,-0.0023785610440358635
226,-0.0016848045918278014
227,-0.0007549285832682713
228,0.00016027799657960973
229,0.0008820962945042549
230,0.0013850139611429797
231,0.001746070253590455
232,0.0020287809078212374
233,0.0022019912642697024
234,0.002154381729485442
235,0.0017945258739064727
236,0.001158807908369653
237,0.00042756338818634765
238,-0.00018369939701012684
239,-0.0005698946396622711
240,-0.0007818086687827143
241,-0.0009357536871984401
242,-0.0010980828078569797
243,-0.0012669135810886231
244,-0.0014370597237847768
245,-0.0016295593224012956
246,-0.0018285764548215341
247,-0.0019106216576902668
248,-0.0016855016781264802
249,-0.0010435119139364023
250,-6.849857277935516e-05
251,0.0010006688877769977
252,0.0019195031661526324
253,0.0025513551813122785
254,0.0028614202495957437
255,0.002848788834549358
256,0.002522491942652295
257,0.0019440034646241694
258,0.0012594987703521308
259,0.000648496735203158
260,0.0002119151163802131
261,-9.859435422288952e-05
262,-0.0004319547837088304
263,-0.0008961106713654613
264,-0.0014395417789602823
265,-0.0018653284469962756
266,-0.0019816712725035765
267,-0.0017682287244129848
268,-0.0014053721407402576
269,-0.0011200785240633214
270,-0.0009677641367072154
271,-0.0007456693473861813
272,-0.00014061225036061294
273,0.0009828336947021506
274,0.002385407429536679
275,0.0035268587119762426
276,0.0038764809308814386
277,0.0032391867976553266
278,0.00187651834237959
279,0.0003621165035060317
280,-0.0007263366194010153
281,-0.001108714882528863
282,-0.0009397747578154334
283,-0.0006917130991267554
284,-0.0008236849926557682
285,-0.001440425949797427
286,-0.0021984437027616315
287,-0.002560777241044757
288,-0.0022161990941371758
289,-0.001323977285186012
290,-0.0003876392619053241
291,0.00012498327374383398
292,0.00010235953601928042
293,-0.00018607014014275063
294,-0.0003464618231948059
295,-0.00017279156177165607
296,0.0002290075086250472
297,0.0005752649449712195
298,0.000650911614269803
299,0.0004495985738205692
300,0.00011734951124726817
301,-0.00020270719613679598
302,-0.0004663154736422679
303,-0.0007033917306871085
304,-0.0009341692428804851
305,-0.0011187126624210557
306,-0.0011778525982214369
307,-0.001056501102286001
308,-0.0007690446731207513
309,-0.00038323346403521734
310,4.524792796938682e-05
311,0.0005215963190732065
312,0.00108523576927936
313,0.0017254651902742957
314,0.002327550413539081
315,0.002715777322991443
316,0.002759836755978623
317,0.0024428580377945496
318,0.0018336122365074181
319,0.0010119137627824326
320,4.028870208642239e-05
321,-0.0009945972662011118
322,-0.0019435675203702922
323,-0.002634181902218175
324,-0.0029656923372896023
325,-0.0029630022236779257
326,-0.0027305012738295066
327,-0.002349865384017025
328,-0.00181961147553108
329,-0.001089045208965869
330,-0.0001490143973907205
331,0.0009051110727936037
332,0.0018893940174240448
333,0.0026065704656593695
334,0.0029237698596537806
335,0.0028124566624267637
336,0.002342761903345898
337,0.001643354424304251
338,0.0008509904247391234
339,8.186020735051971e-05
340,-0.0005618849597501807
341,-0.000978268428873152
342,-0.0010869182674151697
343,-0.0008856564945389586
344,-0.0004841012649006455
345,-5.7364040185277443e-05
346,0.0002636093297111046
347,0.0004777304660797435
348,0.0007017694955180547
349,0.001075077190384423
350,0.0016622144139146298
351,0.0024119827923092347
352,0.0031625249164499093
353,0.003660641836292311
354,0.003605892006427497
355,0.00275807325657857
356,0.0010971140770037247
357,-0.0010639622165068926
358,-0.0031363035548617703
359,-0.004508528389313748
360,-0.004863750648066598
361,-0.004348263871529026
362,-0.0034652935376289456
363,-0.0027592924329841737
364,-0.0025007556217810497
365,-0.0025690881577366174
366,-0.0025841682244291974
367,-0.002175846334853281
368,-0.0012145586430764837
369,0.00012359011194481523
370,0.0014726331097382006
371,0.0024841602882784758
372,0.002989918391475296
373,0.0030262311895827673
374,0.0027394537668187125
375,0.0022764860137771815
376,0.0017375028350040934
377,0.00117597470637974
378,0.0005978690846953711
379,-3.592314813860996e-05
380,-0.0007649968774130285
381,-0.001553184950350819
382,-0.002254193297215849
383,-0.002670639631097538
384,-0.0026680763038872046
385,-0.0022527246820633054
386,-0.0015588705174944288
387,-0.0007671381707090941
388,-1.5628921903687552e-05
389,0.0006408406416516468
390,0.001201121932125496
391,0.001644676469982377
392,0.0018857212572491787
393,0.001813092219818285
394,0.0013932449228090608
395,0.0007391773262035895
396,6.971764333372512e-05
397,-0.000411826204583702
398,-0.0006148258249621833
399,-0.0005623955413701017
400,-0.0003248775443296748
401,2.7363508316917894e-05
402,0.00040693954081555335
403,0.0006765492320091466
404,0.0006859159717760237
405,0.00038994325519905597
406,-5.663554331150993e-05
407,-0.0003506920319551351
408,-0.00023334959410001052
409,0.0003277493770218479
410,0.0011196277278792098
411,0.001832067671681566
412,0.0022341019771943697
413,0.0022435678701706197
414,0.0018780727196293237
415,0.0011831917981852643
416,0.00022621499566215504
417,-0.0008544847983413025
418,-0.0018340139880096758
419,-0.0024827781077893835
420,-0.00269957955072809
421,-0.0025768032220870422
422,-0.002329846956696781
423,-0.0021462171465831347
424,-0.0020712709692780186
425,-0.0019984156924145783
426,-0.0017494335708147875
427,-0.0011931403199513999
428,-0.00034616319709613355
429,0.0006045177669413384
430,0.0013948432725096004
431,0.0018492169545985494
432,0.0019930481708547837
433,0.002009370981829404
434,0.002071161497448385
435,0.002198977152361443
436,0.0022676036560992817
437,0.00214028595375766
438,0.0017960858269933078
439,0.0013420020037506301
440,0.000920595197985265
441,0.0006080458771923483
442,0.00038254587848816733
443,0.00017185745082187344
444,-6.610234226799254e-05
445,-0.00028713852727075813
446,-0.00036576179732074186
447,-0.00016356326376677316
448,0.00036901842664962116
449,0.0011096798347245281
450,0.0017600633134414263
451,0.001956891948242304
452,0.0014641994273303404
453,0.0003313056046057609
454,-0.0011058458347918327
455,-0.0023982805840395034
456,-0.0032159804078691423
457,-0.003483688921861458
458,-0.003356262318504703
459,-0.0030887833182871014
460,-0.002896741957892762
461,-0.002862887732396072
462,-0.0029083349039684615
463,-0.0028399842265363065
464,-0.002467919487615014
465,-0.0017287882509025763
466,-0.0007221358542442507
